EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,0,Hall,BABY HEAD,3,Llano,1883,5,Peter M.,1883-03-05,1883-09-24,203,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,88,0.9955621,88,0.9955621
0,0,Barkley,BABY HEAD,9,Llano,1883,24,John N.,1883-09-24,1885-12-07,805,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,88,0.9955621,85.4,0.9947034
0,0,McRae,BABY HEAD,12,Llano,1885,7,Malcolm A.,1885-12-07,1886-08-27,263,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,85.4,0.9947034,85.4,0.9947034
0,0,Darnell,BABY HEAD,8,Llano,1886,27,Mrs. Sallie A.,1886-08-27,1887-08-29,367,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,85.4,0.9947034,100,0.9947034
0,0,Clark,BABY HEAD,8,Llano,1887,29,Ellen E.,1887-08-29,1896-06-04,3202,Cleveland1,14,William F. Vilas,32,Cleveland2,16,William L. Wilson,36,100,0.9947034,48.4,0.9857143
0,0,Jones,BABY HEAD,6,Llano,1896,4,Wm. W.,1896-06-04,1898-01-31,606,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,48.4,0.9857143,54.8,0.8520942
0,0,Aiken,BABY HEAD,1,Llano,1898,31,Newton J.,1898-01-31,1898-11-02,275,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,54.8,0.8520942
0,0,Willbern,BABY HEAD,11,Llano,1898,2,Alfred H.,1898-11-02,11/23/06,2942,McKinley,17,Charles Emory Smith,38,Roosevelt2,20,George B. Cortelyou,41,,,54.8,0.8520942
1,1,Jones,BESSEMER,12,Llano,1892,16,Andrew L.,1892-12-16,1893-06-02,168,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,53.7,0.9857143,53.7,0.9857143
1,0,Davis,BLOWOUT,10,Llano,1877,3,Alfred,1877-10-03,5/15/18,14833,Hayes,11,David M. Key,26,Wilson2,23,Albert S. Burleson,44,20.9,1,54.8,0.8520942
0,0,Brown Jr.,BLUFFTON,1,Llano,1880,20,John D.,1880-01-20,1880-06-08,140,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,20.9,1,20.9,1
0,0,Mitchell,BLUFFTON,6,Llano,1880,8,Jas. C.,1880-06-08,1881-09-19,468,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,20.9,1,98.4,0.9955621
0,0,Robinson,BLUFFTON,9,Llano,1881,19,Chas. E.,1881-09-19,1883-07-11,660,Garfield,12,Thomas L. James,28,Arthur,13,Walter Q. Gresham,30,98.4,0.9955621,88,0.9955621
0,0,Wilson,BLUFFTON,7,Llano,1883,11,Malcolm E.,1883-07-11,1883-11-15,127,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,88,0.9955621,88,0.9955621
0,0,Carlton,BLUFFTON,11,Llano,1883,15,Wm. L.,1883-11-15,1886-12-17,1128,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,88,0.9955621,100,0.9947034
0,0,Williams,BLUFFTON,12,Llano,1886,17,Jas.,1886-12-17,1886-12-27,10,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.9947034,100,0.9947034
0,0,Fox,BLUFFTON,12,Llano,1886,27,Wm. A.,1886-12-27,1889-12-13,1082,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9947034,94.8,0.948
0,0,Ballard,BLUFFTON,12,Llano,1889,13,Andrew J.,1889-12-13,1890-05-08,146,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,94.8,0.948,94.8,0.948
0,0,Kuykendall,BLUFFTON,5,Llano,1890,8,Allen,1890-05-08,1892-10-01,877,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,94.8,0.948,99.9,0.948
0,0,Chism,BLUFFTON,10,Llano,1892,1,John A.,1892-10-01,1894-01-22,478,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,99.9,0.948,53.7,0.9857143
0,0,Shaw,BLUFFTON,1,Llano,1894,22,Geo. W.,1894-01-22,1899-02-23,1858,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,53.7,0.9857143,54.8,0.8520942
0,0,Krewitz,CASTELL,12,Llano,1876,27,Emil,1876-12-27,1883-01-23,2218,Grant2,10,James N. Tyner,25,Arthur,13,Timothy O. Howe,29,20.9,1,88,0.9955621
0,0,Buckholtz,CASTELL,1,Llano,1883,23,Ed.,1883-01-23,1883-10-15,265,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,88,0.9955621,88,0.9955621
0,0,Thode,CASTELL,10,Llano,1883,15,Henry,1883-10-15,1887-09-02,1418,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,88,0.9955621,100,0.9947034
0,0,Wi__mmers,CASTELL,9,Llano,1887,2,Wm. D.,1887-09-02,1889-12-21,841,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9947034,94.8,0.948
0,0,Buckholz,CASTELL,12,Llano,1889,21,Theo.,1889-12-21,7/1/07,6400,Harrison,15,John Wanamaker,34,Roosevelt2,20,George von L. Meyer,42,94.8,0.948,54.8,0.8520942
0,1,Loe,CLICK,5,Llano,1880,17,Benj. F.,1880-05-17,1882-11-02,899,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,20.9,1,98.4,0.9955621
0,0,Evans,CLICK,11,Llano,1882,2,Jas. K. P.,1882-11-02,1885-12-08,1132,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,98.4,0.9955621,85.4,0.9947034
0,0,Byfield,CLICK,12,Llano,1885,8,Geo. W.,1885-12-08,8/17/05,7191,Cleveland1,14,William F. Vilas,32,Roosevelt2,20,George B. Cortelyou,41,85.4,0.9947034,54.8,0.8520942
0,1,Fisher,FIELD CREEK,3,Llano,1878,18,Moses,1878-03-18,1879-05-05,413,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,20.9,1,20.9,1
0,0,Fairey,FIELD CREEK,5,Llano,1879,5,Addison,1879-05-05,1884-04-10,1802,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,20.9,1,88,0.9955621
0,0,McLeod,FIELD CREEK,4,Llano,1884,10,John,1884-04-10,1885-01-20,285,Arthur,13,Walter Q. Gresham,30,Arthur,13,Frank Hatton,31,88,0.9955621,85.4,0.9947034
0,0,Simpson,FIELD CREEK,1,Llano,1885,20,John T.,1885-01-20,1891-06-25,2347,Arthur,13,Frank Hatton,31,Harrison,15,John Wanamaker,34,85.4,0.9947034,99.9,0.948
0,0,Appleton,FIELD CREEK,6,Llano,1891,25,Chas. H.,1891-06-25,1901-03-08,3543,Harrison,15,John Wanamaker,34,McKinley,18,Charles Emory Smith,38,99.9,0.948,54.8,0.8520942
1,1,Forman,FORMANS,10,Llano,1883,10,Ebeneezer M.,1883-10-10,1886-08-17,1042,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,88,0.9955621,85.4,0.9947034
1,1,Arnold,HONDO,3,Llano,1877,8,Lemuel R.,1877-03-08,1878-02-25,354,Hayes,11,James N. Tyner,25,Hayes,11,David M. Key,26,20.9,1,20.9,1
0,1,Jones,KINGSLAND,6,Llano,1893,29,Andrew L.,1893-06-29,1894-03-21,265,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,53.7,0.9857143,53.7,0.9857143
0,0,King,KINGSLAND,3,Llano,1894,21,Chas. M.,1894-03-21,1896-01-15,665,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,53.7,0.9857143,48.4,0.9857143
0,0,King,KINGSLAND,1,Llano,1896,15,Susan E.,1896-01-15,1897-08-10,573,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,48.4,0.9857143,54.8,0.8520942
0,0,Houser,KINGSLAND,8,Llano,1897,10,Susan E.,1897-08-10,1898-02-05,179,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,54.8,0.8520942
0,0,King,KINGSLAND,2,Llano,1898,5,Frank W.,1898-02-05,1901-03-01,1119,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,54.8,0.8520942
0,1,Durfee,KINGSVILLE,6,Llano,1892,25,Ed. D.,1892-06-25,1893-06-29,369,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,99.9,0.948,53.7,0.9857143
0,0,Hart,LLANO,9,Llano,1879,30,Louisa E.,1879-09-30,1888-08-28,3255,Hayes,11,David M. Key,26,Cleveland1,14,Donald M. Dickinson,33,20.9,1,100,0.9947034
0,0,Golson,LLANO,8,Llano,1888,28,Wm. L.,1888-08-28,1890-01-20,510,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,100,0.9947034,94.8,0.948
0,0,Willbern,LLANO,1,Llano,1890,20,Ferdinand C.,1890-01-20,1894-02-07,1479,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,94.8,0.948,53.7,0.9857143
0,0,Lawrence,LLANO,2,Llano,1894,7,W. A.,1894-02-07,1898-03-31,1513,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,53.7,0.9857143,54.8,0.8520942
0,0,Taylor,LLANO,3,Llano,1898,31,Jas. L.,1898-03-31,1902-07-09,1560,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,54.8,0.8520942
1,0,Arnold,LONE GROVE,9,Llano,1877,28,Grundy G.,1877-09-28,1879-05-19,598,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,20.9,1,20.9,1
0,2,Coggin,LONE GROVE,9,Llano,1879,19,John R.,1879-09-19,1881-09-08,720,Hayes,11,David M. Key,26,Garfield,12,Thomas L. James,28,20.9,1,98.4,0.9955621
0,0,Templeton,LONE GROVE,9,Llano,1881,8,Wm. A.,1881-09-08,6/9/16,12692,Garfield,12,Thomas L. James,28,Wilson1,22,Albert S. Burleson,44,98.4,0.9955621,54.8,0.8520942
0,1,Wilson,OXFORD,8,Llano,1880,3,Geo. W.,1880-08-03,1881-01-25,175,Hayes,11,Horace Maynard,27,Hayes,11,Horace Maynard,27,20.9,1,98.4,0.9955621
0,0,Byfield,OXFORD,1,Llano,1881,25,Lucinda,1881-01-25,1881-08-24,211,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,98.4,0.9955621,98.4,0.9955621
0,0,Moss,OXFORD,8,Llano,1881,24,John M.,1881-08-24,1883-10-22,789,Garfield,12,Thomas L. James,28,Arthur,13,Walter Q. Gresham,30,98.4,0.9955621,88,0.9955621
0,0,Thompson,OXFORD,10,Llano,1883,22,David E.,1883-10-22,1886-09-09,1053,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,88,0.9955621,85.4,0.9947034
0,0,Gallatin,OXFORD,9,Llano,1886,9,E. T.,1886-09-09,1886-12-04,86,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,85.4,0.9947034,100,0.9947034
0,0,Callahan,OXFORD,12,Llano,1886,4,Miss Alzada C.,1886-12-04,1892-02-10,1894,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9947034,99.9,0.948
0,0,Wilson,OXFORD,2,Llano,1892,10,Robt. E. L.,1892-02-10,1899-08-04,2732,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,99.9,0.948,54.8,0.8520942
0,0,Paschall,PACK SADDLE,8,Llano,1887,11,Thos.,1887-08-11,1888-10-08,424,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.9947034,100,0.9947034
1,0,Starr,PACK SADDLE,10,Llano,1888,8,Wm. A.,1888-10-08,1899-08-31,3979,Cleveland1,14,Donald M. Dickinson,33,McKinley,17,Charles Emory Smith,38,100,0.9947034,54.8,0.8520942
1,1,Kirkpatrick,REPUBLIC,11,Llano,1880,9,John L.,1880-11-09,1882-04-14,521,Hayes,11,Horace Maynard,27,Arthur,13,Timothy O. Howe,29,98.4,0.9955621,98.4,0.9955621
0,1,Gibson,TOW,1,Llano,1896,15,Wm. P.,1896-01-15,1898-03-16,791,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,48.4,0.9857143,54.8,0.8520942
0,0,Stevens,TOW,3,Llano,1898,16,Dilliah J.,1898-03-16,11/22/07,3537,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,54.8,0.8520942
1,1,Clendenen,TOW VALLEY,2,Llano,1886,26,Matt. B.,1886-02-26,1887-05-11,439,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,85.4,0.9947034,100,0.9947034
0,0,Banta,VALLEY SPRING,12,Llano,1878,18,John,1878-12-18,1881-02-15,790,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,20.9,1,98.4,0.9955621
0,1,Epperson,VALLEY SPRING,6,Llano,1878,5,Jas. L.,1878-06-05,1878-12-18,196,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,20.9,1,20.9,1
0,0,Armstrong,VALLEY SPRING,2,Llano,1881,15,Wm. L.,1881-02-15,1885-12-08,1757,Hayes,11,Horace Maynard,27,Cleveland1,14,William F. Vilas,32,98.4,0.9955621,85.4,0.9947034
0,0,Mayes,VALLEY SPRING,12,Llano,1885,8,John A.,1885-12-08,1891-11-06,2159,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,85.4,0.9947034,99.9,0.948
0,0,Mayes,VALLEY SPRING,11,Llano,1891,6,Lewis M.,1891-11-06,1899-05-22,2754,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,99.9,0.948,54.8,0.8520942
1,1,Combs,MENTONE [1],9,Loving,1893,29,John J.,1893-09-29,1896-05-18,962,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,,,20.8,
0,0,Singer,LUBBOCK,6,Lubbock,1884,20,Geo. W.,1884-06-20,1890-11-05,2329,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,,,,
0,0,Wheelock,LUBBOCK,11,Lubbock,1890,5,Frank E.,1890-11-05,1894-09-05,1400,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,,,85.8,0.9438717
0,0,Hunt,LUBBOCK,9,Lubbock,1894,5,Irvin L.,1894-09-05,1900-02-16,1990,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,85.8,0.9438717,91.1,0.9255202
1,1,Seeds,GRASSLANDS,1,Lynn,1889,12,Enos L.,1889-01-12,1900-05-07,4132,Cleveland1,14,Donald M. Dickinson,33,McKinley,17,Charles Emory Smith,38,,,,
1,1,Johnson,PERCHERON,3,Lynn,1888,14,Geo. W.,1888-03-14,1890-05-17,794,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,,,,
0,1,Connor,CONNOR,3,Madison,1890,20,Jas. L.,1890-03-20,1896-05-08,2241,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,56.3,0.7659864,48.7,1
0,0,Connor,CONNOR,5,Madison,1896,8,Rufus M.,1896-05-08,1898-05-06,728,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,48.7,1,50.6,0.7251185
0,0,Slaughter,CONNOR,5,Madison,1898,6,Thos.,1898-05-06,1898-08-22,108,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,50.6,0.7251185
0,0,Seay,CONNOR,8,Madison,1898,22,Martin D.,1898-08-22,1901-02-27,919,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,50.6,0.7251185
0,1,Lynch,HENNESSY,6,Madison,1895,27,Robt. H.,1895-06-27,1896-12-08,530,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,48.7,1,50.6,0.7251185
1,0,Lynch,HENNESSY,12,Madison,1896,8,Jas. S.,1896-12-08,1/31/10,4801,Cleveland2,16,William L. Wilson,36,Taft,21,Frank H. Hitchcock,43,,,50.6,0.7251185
0,1,Fisher,HIGH PRAIRIE,9,Madison,1889,19,Thos.,1889-09-19,1895-10-15,2217,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,56.3,0.7659864,48.7,1
0,0,Wilson,HIGH PRAIRIE,10,Madison,1895,15,Allin R.,1895-10-15,1897-07-26,650,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,48.7,1,50.6,0.7251185
1,0,Mathis,HIGH PRAIRIE,7,Madison,1897,26,J. F.,1897-07-26,1898-04-11,259,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,50.6,0.7251185
0,1,Tharp,HOLLIS,2,Madison,1883,7,Edwin H.,1883-02-07,1883-08-21,195,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,70.4,0.6751152,70.4,0.6751152
0,0,Hollis,HOLLIS,8,Madison,1883,21,Chas. B.,1883-08-21,1884-10-23,429,Arthur,13,Walter Q. Gresham,30,Arthur,13,Frank Hatton,31,70.4,0.6751152,70.4,0.6751152
0,0,Ford,HOLLIS,10,Madison,1884,23,John O.,1884-10-23,1888-05-29,1314,Arthur,13,Frank Hatton,31,Cleveland1,14,Donald M. Dickinson,33,70.4,0.6751152,77,0.756
0,0,Horn,HOLLIS,5,Madison,1888,29,Jas. R.,1888-05-29,1892-04-06,1408,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,77,0.756,77.6,0.7659864
0,0,Ford,HOLLIS,4,Madison,1892,6,Benj. F.,1892-04-06,1892-12-07,245,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.6,0.7659864,47.1,1
0,0,Ford,HOLLIS,12,Madison,1892,7,Benj. H.,1892-12-07,1893-04-18,132,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,47.1,1,47.1,1
0,0,Horn,HOLLIS,4,Madison,1893,18,Jas. R.,1893-04-18,1896-07-22,1191,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,47.1,1,48.7,1
0,0,Ford,HOLLIS,7,Madison,1896,22,David W.,1896-07-22,1897-07-26,369,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,48.7,1,50.6,0.7251185
0,0,Burtes,HOLLIS,7,Madison,1897,26,Wm. M.,1897-07-26,1898-09-14,415,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,50.6,0.7251185
0,0,Parker,HOLLIS,9,Madison,1898,14,Jas. C.,1898-09-14,4/30/06,2784,McKinley,17,Charles Emory Smith,38,Roosevelt2,20,George B. Cortelyou,41,,,50.6,0.7251185
1,0,Dotson,HOPEWELL,11,Madison,1896,18,Calvin L.,1896-11-18,1896-12-22,34,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,,,50.6,0.7251185
1,1,Cammack,ISLANA,5,Madison,1891,28,Wm. N.,1891-05-28,1892-08-12,442,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.6,0.7659864,77.6,0.7659864
0,0,Horrne,MADISONVILLE,7,Madison,1877,24,Henry M.,1877-07-24,1878-02-25,216,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,68.5,0.893,68.5,0.893
0,0,Lee,MADISONVILLE,2,Madison,1878,25,Jas. B.,1878-02-25,1879-02-24,364,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,68.5,0.893,68.5,0.893
0,0,Burtis,MADISONVILLE,2,Madison,1879,24,Wm.,1879-02-24,1879-03-17,21,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,68.5,0.893,68.5,0.893
0,0,Burtis,MADISONVILLE,3,Madison,1879,17,Henry,1879-03-17,1881-07-07,843,Hayes,11,David M. Key,26,Garfield,12,Thomas L. James,28,68.5,0.893,73.1,0.6751152
0,0,Jenkins,MADISONVILLE,7,Madison,1881,7,Mathew G.,1881-07-07,1883-02-15,588,Garfield,12,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,73.1,0.6751152,70.4,0.6751152
0,0,Viser,MADISONVILLE,2,Madison,1883,15,Thos. B.,1883-02-15,1891-04-09,2975,Arthur,13,Timothy O. Howe,29,Harrison,15,John Wanamaker,34,70.4,0.6751152,77.6,0.7659864
0,0,Thomason,MADISONVILLE,4,Madison,1891,9,Benj. F.,1891-04-09,1898-05-26,2604,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,77.6,0.7659864,50.6,0.7251185
0,0,Brown,MADISONVILLE,5,Madison,1898,26,Joshua C.,1898-05-26,5/29/13,5481,McKinley,17,Charles Emory Smith,38,Wilson1,22,Albert S. Burleson,44,,,50.6,0.7251185
0,1,Shannon,MECCA,6,Madison,1894,26,Perryman B.,1894-06-26,1895-03-28,275,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,47.1,1,48.7,1
0,0,Crow,MECCA,3,Madison,1895,28,Wm. C.,1895-03-28,1899-03-08,1441,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,48.7,1,50.6,0.7251185
0,1,Heath,NEAL,10,Madison,1894,27,John A.,1894-10-27,1901-09-25,2524,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Charles Emory Smith,38,47.1,1,50.6,0.7251185
1,1,Viser,OTTAWA,9,Madison,1898,29,Allen,1898-09-29,8/14/05,2510,McKinley,17,Charles Emory Smith,38,Roosevelt2,20,George B. Cortelyou,41,,,50.6,0.7251185
1,1,Park,PARKVILLE,6,Madison,1884,23,Jas. W.,1884-06-23,1884-10-07,106,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,70.4,0.6751152,70.4,0.6751152
1,1,Plinkett,PLINKETT,5,Madison,1890,3,Jas. H.,1890-05-03,1891-02-25,298,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,56.3,0.7659864,77.6,0.7659864
0,1,Searcy,SEARCY,8,Madison,1886,28,Asa J.,1886-08-28,1888-07-11,683,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.756,77,0.756
0,0,Windsor,SEARCY,7,Madison,1888,11,John,1888-07-11,1894-10-18,2290,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,77,0.756,47.1,1
0,0,Rasco,SEARCY,10,Madison,1894,18,Capt. M.,1894-10-18,1895-03-02,135,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,47.1,1,48.7,1
0,0,Cheshire,SEARCY,3,Madison,1895,2,Giles P.,1895-03-02,1902-07-30,2706,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,48.7,1,50.6,0.7251185
0,1,Harper,TENMILE,7,Madison,1897,26,Levi,1897-07-26,1900-03-16,963,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,50.6,0.7251185
0,3,Keefer,WILLOW HOLE,2,Madison,1877,26,Geo. W.,1877-02-26,1879-07-14,868,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,68.5,0.893,68.5,0.893
0,0,Smith,WILLOW HOLE,7,Madison,1879,14,Elijah J.,1879-07-14,1889-09-26,3727,Hayes,11,David M. Key,26,Harrison,15,John Wanamaker,34,68.5,0.893,56.3,0.7659864
0,0,Zulch,WILLOW HOLE,9,Madison,1889,26,Julius,1889-09-26,1898-05-19,3157,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,56.3,0.7659864,50.6,0.7251185
0,0,Zulch,WILLOW HOLE,5,Madison,1898,19,Wm. L.,1898-05-19,4/11/06,2883,McKinley,17,Charles Emory Smith,38,Roosevelt2,20,George B. Cortelyou,41,,,50.6,0.7251185
0,1,Toby,ZULRICH,7,Madison,1894,26,Geo. W.,1894-07-26,1897-02-03,923,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,47.1,1,50.6,0.7251185
0,0,Cammack,ZULRICH,2,Madison,1897,3,Wm. N.,1897-02-03,1900-02-01,1093,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,,50.6,0.7251185
0,1,Mason,AMICUS,12,Marion,1885,8,Wm. L.,1885-12-08,1886-04-26,139,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.2965932,100,0.2965932
0,0,Goolsby,AMICUS,4,Marion,1886,26,Jos. L.,1886-04-26,1892-03-10,2145,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.2965932,43.4,1
1,0,Taylor,AMICUS,3,Marion,1892,10,Virginia A.,1892-03-10,9/15/06,5301,Harrison,15,John Wanamaker,34,Roosevelt2,20,George B. Cortelyou,41,43.4,1,57.5,0.3023013
1,1,Jackson,COMET,6,Marion,1891,18,Jacinth O.,1891-06-18,12/15/05,5293,Harrison,15,John Wanamaker,34,Roosevelt2,20,George B. Cortelyou,41,43.4,1,57.5,0.3023013
1,1,Wilson,EQUALITY,2,Marion,1882,28,Benj. F.,1882-02-28,1900-02-15,6561,Arthur,13,Timothy O. Howe,29,McKinley,17,Charles Emory Smith,38,85.4,0.3080214,57.5,0.3023013
1,1,Brown,GRANT,4,Marion,1890,28,Benj. F.,1890-04-28,1893-08-26,1216,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,67.9,1
1,1,Livingston,HARTZO,2,Marion,1894,13,Allen,1894-02-13,7/15/05,4169,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George B. Cortelyou,41,67.9,1,57.5,0.3023013
0,0,Perry,JEFFERSON,7,Marion,1888,18,Levin,1888-07-18,1892-12-20,1616,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,58.7,0.2965932,67.9,1
0,0,Campbell,JEFFERSON,12,Marion,1892,20,McDonald,1892-12-20,1894-06-23,550,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,67.9,1,67.9,1
0,0,Perry,JEFFERSON,6,Marion,1894,23,Levin,1894-06-23,1898-05-19,1426,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,67.9,1,57.5,0.3023013
0,0,Singleton,JEFFERSON,5,Marion,1898,19,Hal,1898-05-19,5/18/14,5842,McKinley,17,Charles Emory Smith,38,Wilson1,22,Albert S. Burleson,44,,,57.5,0.3023013
0,1,Kelley,KELLEYSVILLE,5,Marion,1878,27,Geo. A.,1878-05-27,1878-06-18,22,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,62.4,0.39,62.4,0.39
0,0,Bown,KELLEYSVILLE,6,Marion,1878,18,Jos.,1878-06-18,1883-10-17,1947,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,62.4,0.39,72.1,0.3080214
0,-1,Bown,KELLYVILLE,10,Marion,1883,17,Jos.,1883-10-17,1894-06-22,3901,Arthur,13,Walter Q. Gresham,30,Cleveland2,16,Wilson S. Bissell,35,72.1,0.3080214,67.9,1
